Record ID,Employee ID,Employee Name,Team,Process,Date,Shift,Records Received,Records Processed,Records Pending,Errors,Rework,SLA Target,SLA Achieved,Processing Time,Working Hours,Quality Score,Attendance,Status
REC000378,EMP018,Employee 018,Team B,Data Entry,2026-07-10,Morning,157,104,53,7,1,95,92,3.85,8.0,93.15,Present,Partial
REC000379,EMP019,Employee 019,Team B,Data Entry,2026-07-10,Night,197,131,66,1,1,95,125,5.59,8.0,99.0,Present,Partial
REC000380,EMP020,Employee 020,Team B,Data Entry,2026-07-10,Afternoon,85,57,28,5,1,95,43,5.91,8.0,91.05,Present,Partial
REC000381,EMP021,Employee 021,Team C,Application Processing,2026-07-10,Afternoon,167,139,28,2,1,95,127,5.81,8.0,98.5,Present,Partial
REC000382,EMP022,Employee 022,Team C,Application Processing,2026-07-10,General,128,107,21,4,1,95,95,3.75,8.0,96.14,Present,Partial
REC000383,EMP023,Employee 023,Team C,Application Processing,2026-07-10,Night,155,129,26,4,2,95,123,4.07,8.0,97.06,Present,Partial
REC000384,EMP024,Employee 024,Team C,Application Processing,2026-07-10,Night,105,88,17,4,3,95,82,3.99,8.0,95.15,Present,Partial
REC000385,EMP025,Employee 025,Team C,Application Processing,2026-07-10,Afternoon,112,94,18,5,1,95,81,3.29,8.0,94.78,Present,Partial
REC000386,EMP026,Employee 026,Team C,Application Processing,2026-07-10,Afternoon,139,116,23,3,2,95,110,5.69,8.0,97.62,Present,Partial
REC000387,EMP027,Employee 027,Team C,Application Processing,2026-07-10,Afternoon,87,73,14,2,2,95,64,4.3,8.0,96.9,Present,Partial
REC000388,EMP028,Employee 028,Team C,Application Processing,2026-07-10,Morning,84,70,14,4,2,95,52,6.28,7.5,94.59,Late,Partial
REC000389,EMP029,Employee 029,Team C,Application Processing,2026-07-10,Morning,180,150,30,4,3,95,149,4.95,8.0,97.31,Present,Partial
REC000390,EMP030,Employee 030,Team C,Application Processing,2026-07-10,General,86,72,14,6,1,95,60,4.4,8.0,92.08,Present,Partial
REC000391,EMP031,Employee 031,Team D,Quality Review,2026-07-10,General,108,91,17,4,2,95,81,6.76,8.0,95.25,Present,Partial
REC000392,EMP032,Employee 032,Team D,Quality Review,2026-07-10,Afternoon,77,65,12,8,2,95,53,4.33,8.0,88.05,Present,Partial
REC000393,EMP033,Employee 033,Team D,Quality Review,2026-07-10,Morning,107,90,17,5,3,95,83,6.76,8.0,94.93,Present,Partial
REC000394,EMP034,Employee 034,Team D,Quality Review,2026-07-10,Night,0,0,0,0,0,95,0,4.99,0.0,87.93,Leave,Pending
REC000395,EMP035,Employee 035,Team D,Quality Review,2026-07-10,Morning,99,83,16,3,1,95,79,3.34,8.0,96.71,Present,Partial
REC000396,EMP036,Employee 036,Team D,Quality Review,2026-07-10,Night,104,88,16,3,3,95,83,5.05,8.0,97.04,Present,Partial
REC000397,EMP037,Employee 037,Team D,Quality Review,2026-07-10,Afternoon,141,119,22,2,4,95,110,5.2,8.0,98.32,Present,Partial
REC000398,EMP038,Employee 038,Team D,Quality Review,2026-07-10,General,110,93,17,6,2,95,88,3.2,8.0,94.02,Present,Partial
REC000399,EMP039,Employee 039,Team D,Quality Review,2026-07-10,Morning,103,87,16,2,0,95,79,3.06,8.0,97.56,Present,Partial
REC000400,EMP040,Employee 040,Team D,Quality Review,2026-07-10,Night,54,46,8,5,1,95,37,5.41,8.0,88.54,Present,Partial
REC000401,EMP001,Employee 001,Team A,Document Verification,2026-07-11,General,74,80,0,2,2,95,76,5.0,8.0,97.37,Present,Completed
REC000402,EMP002,Employee 002,Team A,Document Verification,2026-07-11,General,97,104,0,4,1,95,98,4.68,8.0,95.68,Present,Completed
REC000403,EMP003,Employee 003,Team A,Document Verification,2026-07-11,General,79,85,0,4,2,95,79,3.8,8.0,95.5,Present,Completed
REC000404,EMP004,Employee 004,Team A,Document Verification,2026-07-11,Night,86,92,0,4,2,95,84,3.11,8.0,95.95,Present,Completed
REC000405,EMP005,Employee 005,Team A,Document Verification,2026-07-11,Night,96,103,0,2,1,95,101,2.68,8.0,97.63,Present,Completed
REC000406,EMP006,Employee 006,Team A,Document Verification,2026-07-11,Afternoon,92,98,0,2,1,95,86,6.77,8.0,97.62,Present,Completed
REC000407,EMP007,Employee 007,Team A,Document Verification,2026-07-11,General,43,47,0,3,1,95,41,6.09,8.0,93.23,Present,Completed
REC000408,EMP008,Employee 008,Team A,Document Verification,2026-07-11,General,72,78,0,5,2,95,71,5.21,8.0,93.04,Present,Completed
REC000409,EMP009,Employee 009,Team A,Document Verification,2026-07-11,General,69,74,0,8,2,95,56,7.82,8.0,89.78,Present,Completed
REC000410,EMP010,Employee 010,Team A,Document Verification,2026-07-11,General,94,100,0,2,3,95,98,5.18,8.0,97.65,Present,Completed
REC000411,EMP011,Employee 011,Team B,Data Entry,2026-07-11,General,91,84,7,4,1,95,79,6.53,8.0,94.73,Present,Partial
REC000412,EMP012,Employee 012,Team B,Data Entry,2026-07-11,Afternoon,0,0,0,0,0,95,0,3.52,0.0,97.36,Absent,Pending
REC000413,EMP013,Employee 013,Team B,Data Entry,2026-07-11,Night,87,81,6,5,1,95,73,4.34,8.0,93.83,Present,Partial
REC000414,EMP014,Employee 014,Team B,Data Entry,2026-07-11,Morning,125,115,10,4,3,95,111,4.66,8.0,96.75,Present,Partial
REC000415,EMP015,Employee 015,Team B,Data Entry,2026-07-11,Night,58,54,4,4,1,95,46,5.9,8.0,93.28,Present,Partial
REC000416,EMP016,Employee 016,Team B,Data Entry,2026-07-11,Night,127,117,10,3,2,95,114,5.09,8.0,97.61,Present,Partial
REC000417,EMP017,Employee 017,Team B,Data Entry,2026-07-11,Afternoon,95,88,7,7,5,95,74,3.46,8.0,91.64,Present,Partial
REC000418,EMP018,Employee 018,Team B,Data Entry,2026-07-11,Morning,101,93,8,3,2,95,88,6.81,8.0,96.82,Present,Partial
REC000419,EMP019,Employee 019,Team B,Data Entry,2026-07-11,Night,135,124,11,1,3,95,123,5.33,8.0,99.33,Present,Partial
REC000420,EMP020,Employee 020,Team B,Data Entry,2026-07-11,Afternoon,75,70,5,4,1,95,57,7.12,8.0,94.2,Present,Partial
REC000421,EMP021,Employee 021,Team C,Application Processing,2026-07-11,Afternoon,141,139,2,3,5,95,127,2.79,8.0,97.69,Present,Partial
REC000422,EMP022,Employee 022,Team C,Application Processing,2026-07-11,General,71,71,0,3,2,95,64,4.48,8.0,96.04,Present,Completed
REC000423,EMP023,Employee 023,Team C,Application Processing,2026-07-11,Night,117,115,2,3,2,95,114,3.98,8.0,97.14,Present,Partial
REC000424,EMP024,Employee 024,Team C,Application Processing,2026-07-11,Night,80,79,1,2,1,95,74,3.38,8.0,97.21,Present,Partial
REC000425,EMP025,Employee 025,Team C,Application Processing,2026-07-11,Afternoon,85,84,1,5,0,95,75,5.19,8.0,93.52,Present,Partial
REC000426,EMP026,Employee 026,Team C,Application Processing,2026-07-11,Afternoon,99,98,1,1,2,95,92,2.78,8.0,98.56,Present,Partial
REC000427,EMP027,Employee 027,Team C,Application Processing,2026-07-11,Afternoon,75,75,0,3,1,95,68,4.56,8.0,96.57,Present,Completed
REC000428,EMP028,Employee 028,Team C,Application Processing,2026-07-11,Morning,61,60,1,7,1,95,51,6.01,8.0,89.11,Present,Partial
REC000429,EMP029,Employee 029,Team C,Application Processing,2026-07-11,Morning,143,142,1,1,3,95,140,3.86,8.0,99.56,Present,Partial
REC000430,EMP030,Employee 030,Team C,Application Processing,2026-07-11,General,34,34,0,2,0,95,28,4.84,4.0,92.99,Half Day,Completed
REC000431,EMP031,Employee 031,Team D,Quality Review,2026-07-11,General,85,98,0,3,3,95,92,3.6,8.0,96.93,Present,Completed
REC000432,EMP032,Employee 032,Team D,Quality Review,2026-07-11,Afternoon,53,62,0,6,1,95,47,7.88,8.0,89.52,Present,Completed
REC000433,EMP033,Employee 033,Team D,Quality Review,2026-07-11,Morning,62,71,0,3,2,95,67,4.72,8.0,96.15,Present,Completed
REC000434,EMP034,Employee 034,Team D,Quality Review,2026-07-11,Night,88,102,0,12,6,95,94,5.99,8.0,88.46,Present,Completed
REC000435,EMP035,Employee 035,Team D,Quality Review,2026-07-11,Morning,79,92,0,3,2,95,88,6.31,8.0,97.06,Present,Completed
REC000436,EMP036,Employee 036,Team D,Quality Review,2026-07-11,Night,60,70,0,2,2,95,66,5.7,8.0,97.52,Present,Completed
REC000437,EMP037,Employee 037,Team D,Quality Review,2026-07-11,Afternoon,101,118,0,4,2,95,112,3.69,8.0,97.02,Present,Completed
REC000438,EMP038,Employee 038,Team D,Quality Review,2026-07-11,General,82,95,0,2,3,95,87,3.05,8.0,97.46,Present,Completed
REC000439,EMP039,Employee 039,Team D,Quality Review,2026-07-11,Morning,59,69,0,5,1,95,60,3.07,8.0,93.4,Present,Completed
REC000440,EMP040,Employee 040,Team D,Quality Review,2026-07-11,Night,54,62,0,3,1,95,49,4.54,8.0,94.42,Present,Completed
REC000441,EMP001,Employee 001,Team A,Document Verification,2026-07-12,General,0,0,0,0,0,95,0,3.44,0.0,97.16,Leave,Pending
REC000442,EMP002,Employee 002,Team A,Document Verification,2026-07-12,General,70,85,0,2,2,95,75,5.58,8.0,97.63,Present,Completed
REC000443,EMP003,Employee 003,Team A,Document Verification,2026-07-12,General,80,97,0,2,1,95,90,5.99,8.0,97.87,Present,Completed
REC000444,EMP004,Employee 004,Team A,Document Verification,2026-07-12,Night,74,90,0,3,2,95,80,3.17,8.0,97.05,Present,Completed
REC000445,EMP005,Employee 005,Team A,Document Verification,2026-07-12,Night,101,123,0,2,2,95,122,2.77,8.0,98.74,Present,Completed
REC000446,EMP006,Employee 006,Team A,Document Verification,2026-07-12,Afternoon,69,84,0,6,1,95,74,5.74,8.0,93.12,Present,Completed
REC000447,EMP007,Employee 007,Team A,Document Verification,2026-07-12,General,55,67,0,4,1,95,61,7.61,8.0,94.37,Present,Completed
REC000448,EMP008,Employee 008,Team A,Document Verification,2026-07-12,General,72,88,0,2,2,95,78,5.96,8.0,97.17,Present,Completed
REC000449,EMP009,Employee 009,Team A,Document Verification,2026-07-12,General,63,76,0,9,2,95,66,4.0,8.0,88.66,Present,Completed
REC000450,EMP010,Employee 010,Team A,Document Verification,2026-07-12,General,125,150,0,0,4,95,144,5.32,8.0,99.75,Present,Completed
REC000451,EMP011,Employee 011,Team B,Data Entry,2026-07-12,General,95,90,5,2,1,95,82,5.12,7.5,97.71,Late,Partial
REC000452,EMP012,Employee 012,Team B,Data Entry,2026-07-12,Afternoon,140,134,6,0,2,95,125,3.34,8.0,99.96,Present,Partial
REC000453,EMP013,Employee 013,Team B,Data Entry,2026-07-12,Night,67,64,3,2,1,95,56,6.31,8.0,96.15,Present,Partial
REC000454,EMP014,Employee 014,Team B,Data Entry,2026-07-12,Morning,104,100,4,5,2,95,90,6.9,8.0,94.83,Present,Partial
REC000455,EMP015,Employee 015,Team B,Data Entry,2026-07-12,Night,78,74,4,8,2,95,65,4.79,8.0,89.19,Present,Partial
REC000456,EMP016,Employee 016,Team B,Data Entry,2026-07-12,Night,110,105,5,2,1,95,104,5.38,8.0,97.81,Present,Partial
REC000457,EMP017,Employee 017,Team B,Data Entry,2026-07-12,Afternoon,100,96,4,11,5,95,83,6.5,8.0,88.34,Present,Partial
REC000458,EMP018,Employee 018,Team B,Data Entry,2026-07-12,Morning,84,80,4,4,3,95,73,5.86,8.0,95.21,Present,Partial
REC000459,EMP019,Employee 019,Team B,Data Entry,2026-07-12,Night,110,105,5,2,2,95,100,3.97,8.0,97.85,Present,Partial
REC000460,EMP020,Employee 020,Team B,Data Entry,2026-07-12,Afternoon,49,46,3,2,1,95,35,4.57,8.0,94.94,Present,Partial
REC000461,EMP021,Employee 021,Team C,Application Processing,2026-07-12,Afternoon,96,86,10,2,3,95,78,4.6,7.5,97.39,Late,Partial
REC000462,EMP022,Employee 022,Team C,Application Processing,2026-07-12,General,91,82,9,2,2,95,76,5.24,8.0,97.52,Present,Partial
REC000463,EMP023,Employee 023,Team C,Application Processing,2026-07-12,Night,124,112,12,2,3,95,107,6.2,8.0,98.11,Present,Partial
REC000464,EMP024,Employee 024,Team C,Application Processing,2026-07-12,Night,71,64,7,3,2,95,59,4.35,8.0,94.69,Present,Partial
REC000465,EMP025,Employee 025,Team C,Application Processing,2026-07-12,Afternoon,103,93,10,2,1,95,80,5.09,8.0,97.94,Present,Partial
REC000466,EMP026,Employee 026,Team C,Application Processing,2026-07-12,Afternoon,128,115,13,1,3,95,108,2.86,8.0,98.77,Present,Partial
REC000467,EMP027,Employee 027,Team C,Application Processing,2026-07-12,Afternoon,0,0,0,0,0,95,0,4.18,0.0,94.16,Absent,Pending
REC000468,EMP028,Employee 028,Team C,Application Processing,2026-07-12,Morning,66,59,7,6,2,95,53,6.86,8.0,89.66,Present,Partial
REC000469,EMP029,Employee 029,Team C,Application Processing,2026-07-12,Morning,149,134,15,1,3,95,127,5.61,8.0,99.36,Present,Partial
REC000470,EMP030,Employee 030,Team C,Application Processing,2026-07-12,General,80,72,8,6,2,95,60,7.25,7.5,92.31,Late,Partial
REC000471,EMP031,Employee 031,Team D,Quality Review,2026-07-12,General,61,90,0,4,1,95,79,5.27,8.0,96.05,Present,Completed
REC000472,EMP032,Employee 032,Team D,Quality Review,2026-07-12,Afternoon,49,73,0,5,1,95,58,7.77,8.0,92.56,Present,Completed
REC000473,EMP033,Employee 033,Team D,Quality Review,2026-07-12,Morning,68,100,0,5,1,95,94,4.72,8.0,94.83,Present,Completed
REC000474,EMP034,Employee 034,Team D,Quality Review,2026-07-12,Night,58,87,0,10,4,95,77,3.17,8.0,88.59,Present,Completed
REC000475,EMP035,Employee 035,Team D,Quality Review,2026-07-12,Morning,67,99,0,4,2,95,92,3.77,8.0,96.19,Present,Completed
REC000476,EMP036,Employee 036,Team D,Quality Review,2026-07-12,Night,75,111,0,6,3,95,103,5.03,8.0,94.48,Present,Completed
REC000477,EMP037,Employee 037,Team D,Quality Review,2026-07-12,Afternoon,93,138,0,3,5,95,128,5.3,8.0,98.05,Present,Completed
REC000478,EMP038,Employee 038,Team D,Quality Review,2026-07-12,General,56,83,0,4,1,95,78,4.11,8.0,94.73,Present,Completed
REC000479,EMP039,Employee 039,Team D,Quality Review,2026-07-12,Morning,74,110,0,7,2,95,105,3.36,8.0,93.71,Present,Completed
REC000480,EMP040,Employee 040,Team D,Quality Review,2026-07-12,Night,57,83,0,4,2,95,76,7.71,8.0,94.94,Present,Completed
REC000481,EMP001,Employee 001,Team A,Document Verification,2026-07-13,General,108,74,34,2,1,95,67,3.43,8.0,96.79,Present,Partial
REC000482,EMP002,Employee 002,Team A,Document Verification,2026-07-13,General,110,75,35,4,2,95,72,5.42,8.0,95.2,Present,Partial
REC000483,EMP003,Employee 003,Team A,Document Verification,2026-07-13,General,123,83,40,2,2,95,74,4.94,8.0,97.32,Present,Partial
REC000484,EMP004,Employee 004,Team A,Document Verification,2026-07-13,Night,0,0,0,0,0,95,0,3.55,0.0,93.58,Leave,Pending
REC000485,EMP005,Employee 005,Team A,Document Verification,2026-07-13,Night,190,130,60,1,3,95,127,4.22,8.0,99.2,Present,Partial
REC000486,EMP006,Employee 006,Team A,Document Verification,2026-07-13,Afternoon,104,71,33,5,1,95,59,3.42,8.0,93.23,Present,Partial
REC000487,EMP007,Employee 007,Team A,Document Verification,2026-07-13,General,64,43,21,3,1,95,37,5.7,8.0,94.11,Present,Partial
REC000488,EMP008,Employee 008,Team A,Document Verification,2026-07-13,General,137,93,44,2,1,95,83,6.12,7.5,97.71,Late,Partial
REC000489,EMP009,Employee 009,Team A,Document Verification,2026-07-13,General,107,73,34,8,0,95,59,4.45,8.0,88.69,Present,Partial
REC000490,EMP010,Employee 010,Team A,Document Verification,2026-07-13,General,191,131,60,3,4,95,129,5.35,8.0,97.68,Present,Partial
REC000491,EMP011,Employee 011,Team B,Data Entry,2026-07-13,General,199,110,89,7,2,95,98,6.34,8.0,93.26,Present,Partial
REC000492,EMP012,Employee 012,Team B,Data Entry,2026-07-13,Afternoon,247,138,109,3,5,95,131,3.13,8.0,98.08,Present,Partial
REC000493,EMP013,Employee 013,Team B,Data Entry,2026-07-13,Night,133,74,59,2,2,95,66,3.82,8.0,96.81,Present,Partial
REC000494,EMP014,Employee 014,Team B,Data Entry,2026-07-13,Morning,127,71,56,5,2,95,62,4.68,8.0,93.08,Present,Partial
REC000495,EMP015,Employee 015,Team B,Data Entry,2026-07-13,Night,78,43,35,3,1,95,34,5.15,8.0,92.21,Present,Partial
REC000496,EMP016,Employee 016,Team B,Data Entry,2026-07-13,Night,208,116,92,1,2,95,115,6.09,8.0,98.86,Present,Partial
REC000497,EMP017,Employee 017,Team B,Data Entry,2026-07-13,Afternoon,86,47,39,5,2,95,41,5.73,4.0,88.66,Half Day,Partial
REC000498,EMP018,Employee 018,Team B,Data Entry,2026-07-13,Morning,190,106,84,2,1,95,96,4.75,8.0,97.7,Present,Partial
REC000499,EMP019,Employee 019,Team B,Data Entry,2026-07-13,Night,182,101,81,0,3,95,98,5.59,8.0,99.7,Present,Partial
REC000500,EMP020,Employee 020,Team B,Data Entry,2026-07-13,Afternoon,91,52,39,4,0,95,39,5.75,8.0,91.76,Present,Partial
REC000501,EMP021,Employee 021,Team C,Application Processing,2026-07-13,Afternoon,176,107,69,2,2,95,99,3.54,8.0,98.5,Present,Partial
REC000502,EMP022,Employee 022,Team C,Application Processing,2026-07-13,General,162,99,63,6,3,95,92,6.31,8.0,94.08,Present,Partial
REC000503,EMP023,Employee 023,Team C,Application Processing,2026-07-13,Night,180,110,70,1,3,95,106,3.65,8.0,99.14,Present,Partial
REC000504,EMP024,Employee 024,Team C,Application Processing,2026-07-13,Night,126,77,49,2,2,95,70,3.53,8.0,97.29,Present,Partial
REC000505,EMP025,Employee 025,Team C,Application Processing,2026-07-13,Afternoon,143,87,56,4,2,95,76,6.99,8.0,94.91,Present,Partial
REC000506,EMP026,Employee 026,Team C,Application Processing,2026-07-13,Afternoon,184,112,72,3,2,95,105,3.57,8.0,97.57,Present,Partial
REC000507,EMP027,Employee 027,Team C,Application Processing,2026-07-13,Afternoon,113,69,44,2,1,95,60,6.11,8.0,97.44,Present,Partial
REC000508,EMP028,Employee 028,Team C,Application Processing,2026-07-13,Morning,71,43,28,5,1,95,35,7.41,8.0,88.91,Present,Partial
REC000509,EMP029,Employee 029,Team C,Application Processing,2026-07-13,Morning,203,123,80,1,2,95,121,2.95,8.0,99.07,Present,Partial
REC000510,EMP030,Employee 030,Team C,Application Processing,2026-07-13,General,72,45,27,4,0,95,35,7.77,8.0,90.35,Present,Partial
REC000511,EMP031,Employee 031,Team D,Quality Review,2026-07-13,General,104,75,29,4,1,95,67,4.27,8.0,95.05,Present,Partial
REC000512,EMP032,Employee 032,Team D,Quality Review,2026-07-13,Afternoon,55,40,15,4,0,95,29,4.33,8.0,89.82,Present,Partial
REC000513,EMP033,Employee 033,Team D,Quality Review,2026-07-13,Morning,0,0,0,0,0,95,0,5.65,0.0,94.44,Leave,Pending
REC000514,EMP034,Employee 034,Team D,Quality Review,2026-07-13,Night,135,98,37,9,6,95,90,3.87,8.0,91.08,Present,Partial
REC000515,EMP035,Employee 035,Team D,Quality Review,2026-07-13,Morning,130,94,36,6,1,95,90,5.19,7.5,94.04,Late,Partial
REC000516,EMP036,Employee 036,Team D,Quality Review,2026-07-13,Night,122,88,34,3,1,95,80,3.5,8.0,96.67,Present,Partial
REC000517,EMP037,Employee 037,Team D,Quality Review,2026-07-13,Afternoon,129,94,35,2,3,95,89,5.91,8.0,97.51,Present,Partial
REC000518,EMP038,Employee 038,Team D,Quality Review,2026-07-13,General,120,87,33,2,1,95,79,4.25,8.0,97.88,Present,Partial
REC000519,EMP039,Employee 039,Team D,Quality Review,2026-07-13,Morning,135,98,37,6,1,95,91,6.5,8.0,93.61,Present,Partial
REC000520,EMP040,Employee 040,Team D,Quality Review,2026-07-13,Night,64,49,15,3,0,95,41,3.97,8.0,93.53,Present,Partial
REC000521,EMP001,Employee 001,Team A,Document Verification,2026-07-14,General,84,62,22,4,0,95,57,5.09,8.0,93.65,Present,Partial
REC000522,EMP002,Employee 002,Team A,Document Verification,2026-07-14,General,138,102,36,6,2,95,94,3.78,8.0,94.27,Present,Partial
REC000523,EMP003,Employee 003,Team A,Document Verification,2026-07-14,General,105,78,27,3,2,95,74,5.41,8.0,96.26,Present,Partial
REC000524,EMP004,Employee 004,Team A,Document Verification,2026-07-14,Night,78,58,20,3,0,95,52,3.37,8.0,95.56,Present,Partial
REC000525,EMP005,Employee 005,Team A,Document Verification,2026-07-14,Night,154,114,40,0,1,95,109,5.98,8.0,99.89,Present,Partial
REC000526,EMP006,Employee 006,Team A,Document Verification,2026-07-14,Afternoon,137,101,36,3,1,95,85,3.57,8.0,96.83,Present,Partial
REC000527,EMP007,Employee 007,Team A,Document Verification,2026-07-14,General,71,52,19,6,1,95,47,5.46,8.0,88.13,Present,Partial
REC000528,EMP008,Employee 008,Team A,Document Verification,2026-07-14,General,116,85,31,3,1,95,79,3.85,8.0,96.26,Present,Partial
REC000529,EMP009,Employee 009,Team A,Document Verification,2026-07-14,General,74,54,20,6,1,95,41,7.67,8.0,88.85,Present,Partial
REC000530,EMP010,Employee 010,Team A,Document Verification,2026-07-14,General,125,93,32,1,2,95,88,2.66,8.0,98.78,Present,Partial
REC000531,EMP011,Employee 011,Team B,Data Entry,2026-07-14,General,141,84,57,5,2,95,78,5.32,8.0,94.54,Present,Partial
REC000532,EMP012,Employee 012,Team B,Data Entry,2026-07-14,Afternoon,208,124,84,3,4,95,112,4.05,8.0,97.76,Present,Partial
REC000533,EMP013,Employee 013,Team B,Data Entry,2026-07-14,Night,135,81,54,4,0,95,76,6.61,8.0,95.21,Present,Partial
REC000534,EMP014,Employee 014,Team B,Data Entry,2026-07-14,Morning,140,84,56,2,1,95,74,6.25,8.0,97.19,Present,Partial
REC000535,EMP015,Employee 015,Team B,Data Entry,2026-07-14,Night,68,40,28,2,0,95,33,5.67,8.0,94.47,Present,Partial
REC000536,EMP016,Employee 016,Team B,Data Entry,2026-07-14,Night,191,115,76,1,2,95,110,6.36,8.0,98.93,Present,Partial
REC000537,EMP017,Employee 017,Team B,Data Entry,2026-07-14,Afternoon,166,99,67,11,3,95,87,6.6,8.0,88.95,Present,Partial
REC000538,EMP018,Employee 018,Team B,Data Entry,2026-07-14,Morning,120,72,48,3,2,95,65,5.67,8.0,95.77,Present,Partial
REC000539,EMP019,Employee 019,Team B,Data Entry,2026-07-14,Night,102,61,41,0,1,95,59,4.66,4.0,99.97,Half Day,Partial
REC000540,EMP020,Employee 020,Team B,Data Entry,2026-07-14,Afternoon,55,35,20,4,1,95,30,3.92,4.0,88.57,Half Day,Partial
REC000541,EMP021,Employee 021,Team C,Application Processing,2026-07-14,Afternoon,155,107,48,1,2,95,100,3.6,8.0,98.65,Present,Partial
REC000542,EMP022,Employee 022,Team C,Application Processing,2026-07-14,General,110,76,34,3,2,95,73,4.9,8.0,96.26,Present,Partial
REC000543,EMP023,Employee 023,Team C,Application Processing,2026-07-14,Night,181,125,56,3,1,95,120,6.32,8.0,97.2,Present,Partial
REC000544,EMP024,Employee 024,Team C,Application Processing,2026-07-14,Night,108,75,33,4,1,95,70,5.61,8.0,94.36,Present,Partial
REC000545,EMP025,Employee 025,Team C,Application Processing,2026-07-14,Afternoon,97,67,30,4,2,95,60,6.57,8.0,93.77,Present,Partial
REC000546,EMP026,Employee 026,Team C,Application Processing,2026-07-14,Afternoon,150,104,46,3,3,95,99,5.75,8.0,97.22,Present,Partial
REC000547,EMP027,Employee 027,Team C,Application Processing,2026-07-14,Afternoon,117,81,36,2,2,95,72,6.9,8.0,97.71,Present,Partial
REC000548,EMP028,Employee 028,Team C,Application Processing,2026-07-14,Morning,31,21,10,1,0,95,19,6.94,4.0,93.83,Half Day,Partial
REC000549,EMP029,Employee 029,Team C,Application Processing,2026-07-14,Morning,187,129,58,1,2,95,124,4.69,8.0,99.03,Present,Partial
REC000550,EMP030,Employee 030,Team C,Application Processing,2026-07-14,General,104,72,32,7,1,95,58,7.23,8.0,90.23,Present,Partial
REC000551,EMP031,Employee 031,Team D,Quality Review,2026-07-14,General,67,64,3,2,0,95,59,5.79,8.0,96.38,Present,Partial
REC000552,EMP032,Employee 032,Team D,Quality Review,2026-07-14,Afternoon,44,42,2,4,0,95,33,4.22,8.0,89.5,Present,Partial
REC000553,EMP033,Employee 033,Team D,Quality Review,2026-07-14,Morning,115,109,6,6,2,95,102,5.37,8.0,94.48,Present,Partial
REC000554,EMP034,Employee 034,Team D,Quality Review,2026-07-14,Night,101,96,5,10,6,95,90,5.46,8.0,89.23,Present,Partial
REC000555,EMP035,Employee 035,Team D,Quality Review,2026-07-14,Morning,96,92,4,4,1,95,84,5.01,8.0,95.62,Present,Partial
REC000556,EMP036,Employee 036,Team D,Quality Review,2026-07-14,Night,81,77,4,5,1,95,73,6.66,8.0,94.0,Present,Partial
REC000557,EMP037,Employee 037,Team D,Quality Review,2026-07-14,Afternoon,103,98,5,2,1,95,90,3.7,8.0,98.08,Present,Partial
REC000558,EMP038,Employee 038,Team D,Quality Review,2026-07-14,General,73,70,3,4,1,95,65,6.21,8.0,94.63,Present,Partial
REC000559,EMP039,Employee 039,Team D,Quality Review,2026-07-14,Morning,90,86,4,4,1,95,83,3.04,8.0,95.35,Present,Partial
REC000560,EMP040,Employee 040,Team D,Quality Review,2026-07-14,Night,53,50,3,3,0,95,44,6.31,8.0,94.27,Present,Partial
REC000561,EMP001,Employee 001,Team A,Document Verification,2026-07-15,General,125,73,52,4,2,95,65,4.66,8.0,94.24,Present,Partial
REC000562,EMP002,Employee 002,Team A,Document Verification,2026-07-15,General,135,79,56,5,1,95,69,6.28,8.0,93.07,Present,Partial
REC000563,EMP003,Employee 003,Team A,Document Verification,2026-07-15,General,109,64,45,2,2,95,57,6.35,8.0,97.12,Present,Partial
REC000564,EMP004,Employee 004,Team A,Document Verification,2026-07-15,Night,107,63,44,3,1,95,58,3.05,8.0,95.71,Present,Partial
REC000565,EMP005,Employee 005,Team A,Document Verification,2026-07-15,Night,215,126,89,3,4,95,121,5.04,8.0,97.43,Present,Partial
REC000566,EMP006,Employee 006,Team A,Document Verification,2026-07-15,Afternoon,123,72,51,2,2,95,67,3.78,8.0,97.27,Present,Partial
REC000567,EMP007,Employee 007,Team A,Document Verification,2026-07-15,General,80,47,33,4,0,95,35,6.23,8.0,91.32,Present,Partial
REC000568,EMP008,Employee 008,Team A,Document Verification,2026-07-15,General,148,86,62,2,1,95,77,3.45,8.0,97.97,Present,Partial
REC000569,EMP009,Employee 009,Team A,Document Verification,2026-07-15,General,81,47,34,3,1,95,41,7.64,8.0,94.42,Present,Partial
REC000570,EMP010,Employee 010,Team A,Document Verification,2026-07-15,General,5,4,1,0,0,95,3,4.44,0.0,98.35,Leave,Partial
REC000571,EMP011,Employee 011,Team B,Data Entry,2026-07-15,General,91,51,40,3,1,95,45,3.2,4.0,93.57,Half Day,Partial
REC000572,EMP012,Employee 012,Team B,Data Entry,2026-07-15,Afternoon,231,128,103,1,2,95,122,3.82,8.0,98.85,Present,Partial
REC000573,EMP013,Employee 013,Team B,Data Entry,2026-07-15,Night,114,63,51,3,1,95,59,6.38,8.0,95.19,Present,Partial
REC000574,EMP014,Employee 014,Team B,Data Entry,2026-07-15,Morning,124,69,55,4,2,95,66,5.92,8.0,94.62,Present,Partial
REC000575,EMP015,Employee 015,Team B,Data Entry,2026-07-15,Night,88,48,40,4,1,95,42,5.97,8.0,91.43,Present,Partial
REC000576,EMP016,Employee 016,Team B,Data Entry,2026-07-15,Night,164,91,73,2,3,95,87,5.58,8.0,97.58,Present,Partial
